deal_id,announcement_date,acquirer_name,acquirer_cik,acquirer_sic,target_name,target_cik,target_sic,sector,disclosed_synergy_usd,synergy_type,acquirer_sga,acquirer_cogs,target_sga,target_cogs,combined_sga,combined_cogs,acquirer_revenue,target_revenue,combined_revenue,acquirer_fy,target_fy,source_quote,source_url
0000950157-18-000762,2018-06-27,CONAGRA BRANDS INC.,23217,2000,PINNACLE FOODS INC.,1564822,2000,food_beverage,215000000.0,cost,1417100000.0,5484800000.0,130884000.0,2275854000.0,1547984000.0,7760654000.0,,3144002000.0,,2017,2017,$215 Million in Annual Run-Rate Cost Synergies,https://www.sec.gov/Archives/edgar/data/1564822/000095015718000762/ex99-1.htm
0001177394-18-000044,2018-06-29,SYNNEX CORP,1177394,5045,CONVERGYS CORP,1062047,7373,software_services,150000000.0,cost,-1041975000.0,-1232666000.0,699000000.0,1734900000.0,-342975000.0,502234000.0,17045700000.0,2792100000.0,19837800000.0,2017,2017,$150 million of annualized cost synergies,https://www.sec.gov/Archives/edgar/data/1177394/000117739418000044/exhibit997investorpresen.htm
0001193125-18-218867,2018-07-16,TIDEWATER INC,98222,4400,GULFMARK OFFSHORE INC,1030749,3533,industrial_machinery,30000000.0,unspecified,145879000.0,359171000.0,37663000.0,83165000.0,183542000.0,442336000.0,601611000.0,,,2017,2016,synergies of approximately $30 million,https://www.sec.gov/Archives/edgar/data/98222/000119312518218867/d509995dex991.htm
0001144204-18-041940,2018-08-03,PARETEUM Corp,1084384,7373,IPASS INC,1053374,7374,software_services,4800000.0,unspecified,10097027.0,3683609.0,11482000.0,38548000.0,21579027.0,42231609.0,13547507.0,,,2017,2017,synergies of approximately $4.8 million,https://www.sec.gov/Archives/edgar/data/1084384/000114420418041940/tv500110_defm14a.htm
0001193125-18-249255,2018-08-15,CABOT MICROELECTRONICS CORP,1102934,3674,KMG CHEMICALS INC,1028215,2800,pharma_chemicals,25000000.0,cost,55637000.0,253050000.0,54467000.0,203304000.0,110104000.0,456354000.0,,,,2017,2017,$25 million of estimated annual cost synergies,https://www.sec.gov/Archives/edgar/data/1028215/000119312518249255/d600109dex991.htm
0001193125-18-269651,2018-09-10,UNITED RENTALS INC /DE,1067701,7359,CIK 1047166,1047166,,software_services,45000000.0,cost,903000000.0,3872000000.0,903000000.0,3872000000.0,1806000000.0,7744000000.0,6641000000.0,6641000000.0,13282000000.0,2017,2017,$45 million of cost synergies,https://www.sec.gov/Archives/edgar/data/1067701/000119312518269651/d605852dex991.htm
0001571123-18-000044,2018-09-10,Science Applications International Corp,1571123,7373,"Engility Holdings, Inc.",1544229,8711,professional_services,75000000.0,cost,155000000.0,4043000000.0,142391000.0,1655729000.0,297391000.0,5698729000.0,4454000000.0,1931887000.0,6385887000.0,2018,2017,$75 million of expected annual run rate net cost synergies,https://www.sec.gov/Archives/edgar/data/1571123/000157112318000044/saic-ex993_201809102.htm
0001193125-18-275430,2018-09-17,Univar Inc.,1494319,5160,"Nexeo Solutions, Inc.",1604416,5160,wholesale,100000000.0,unspecified,909800000.0,6448200000.0,312900000.0,3238500000.0,1222700000.0,9686700000.0,,3636900000.0,,2017,2017,$100 million of annual run rate operating synergies,https://www.sec.gov/Archives/edgar/data/1494319/000119312518275430/d626677dex992.htm
0001628280-18-012254,2018-10-03,"Cloudera, Inc.",1535379,7372,"Hortonworks, Inc.",1610532,7372,software_services,125000000.0,cost,85539000.0,158035000.0,78282000.0,81095000.0,163821000.0,239130000.0,,261810000.0,,2018,2017,$125 million in annual cost synergies,https://www.sec.gov/Archives/edgar/data/1535379/000162828018012254/cldr8-k10318ex991.htm
0001104659-18-067123,2018-11-09,II-VI INC,820318,3827,FINISAR CORP,1094739,3674,electronics,150000000.0,cost,208757000.0,697506000.0,59518000.0,951510000.0,268275000.0,1649016000.0,1158794000.0,1316483000.0,2475277000.0,2018,2018,$150 million of expected run-rate cost synergies,https://www.sec.gov/Archives/edgar/data/1094739/000110465918067123/a18-39922_1ex99d1.htm
0001193125-18-345467,2018-12-10,"TIVITY HEALTH, INC.",704415,8090,NUTRI SYSTEM INC /DE/,1096376,5961,retail,30000000.0,unspecified,34361000.0,395605000.0,78305000.0,321210000.0,112666000.0,716815000.0,,696957000.0,,2017,2017,synergies of approximately $30 million,https://www.sec.gov/Archives/edgar/data/704415/000119312518345467/d614292dex992.htm
0000101829-18-000046,2018-12-21,UNITED TECHNOLOGIES CORP /DE/,101829,3724,RAYTHEON CO/,1047122,3812,instruments,1000000000.0,cost,6183000000.0,12926000000.0,2954000000.0,3204000000.0,9137000000.0,16130000000.0,59837000000.0,25348000000.0,85185000000.0,2017,2017,$1 billion of gross annual cost synergies,https://www.sec.gov/Archives/edgar/data/101829/000010182918000046/rockwellfs93017exhibit991.htm
0001140361-19-000175,2019-01-03,BRISTOL MYERS SQUIBB CO,14272,2834,CELGENE CORP /DE/,816284,2834,pharma_chemicals,2500000000.0,cost,4687000000.0,6066000000.0,2941000000.0,461000000.0,7628000000.0,6527000000.0,20776000000.0,13003000000.0,33779000000.0,2017,2017,$2.5 Billion of Expected Run-Rate Cost Synergies,https://www.sec.gov/Archives/edgar/data/14272/000114036119000175/ex99_3.htm
0001193125-19-010301,2019-01-16,FISERV INC,798354,7374,FIRST DATA CORP,883980,7389,software_services,500000000.0,unspecified,1150000000.0,2291000000.0,2178000000.0,2763000000.0,3328000000.0,5054000000.0,5696000000.0,12052000000.0,17748000000.0,2017,2017,synergies of $500 million,https://www.sec.gov/Archives/edgar/data/798354/000119312519010301/d680169dex993.htm
0001193125-19-017776,2019-01-28,ENTEGRIS INC,1101302,3089,"Versum Materials, Inc.",1660690,2890,pharma_chemicals,75000000.0,cost,216194000.0,733547000.0,143100000.0,788100000.0,359294000.0,1521647000.0,1342532000.0,1372300000.0,2714832000.0,2017,2018,$75 Million of Annual Cost Synergies,https://www.sec.gov/Archives/edgar/data/1101302/000119312519017776/d667754dex991.htm
0001213900-19-011339,2019-06-24,"US ECOLOGY, INC.",742126,4953,NRC GROUP HOLDINGS CORP.,1703038,4955,utilities,20000000.0,unspecified,92340000.0,395834000.0,53144000.0,242208000.0,145484000.0,638042000.0,565928000.0,360170000.0,926098000.0,2018,2018,synergies of approximately $20 million,https://www.sec.gov/Archives/edgar/data/1703038/000121390019011339/f8k062319ex99-1_nrcgroup.htm
0001104659-19-042164,2019-07-29,EXACT SCIENCES CORP,1124140,8731,GENOMIC HEALTH INC,1131324,8071,healthcare_services,25000000.0,unspecified,178293000.0,117982000.0,76910000.0,64326000.0,255203000.0,182308000.0,454462000.0,394111000.0,848573000.0,2018,2018,synergies of approximately $25 million,https://www.sec.gov/Archives/edgar/data/1131324/000110465919042164/a19-16247_1ex99d1.htm
0001193125-19-219925,2019-08-13,CBS CORP,813828,4833,Viacom Inc.,1339947,4841,telecom,500000000.0,cost,2217000000.0,9111000000.0,3056000000.0,6879000000.0,5273000000.0,15990000000.0,14514000000.0,12943000000.0,27457000000.0,2018,2018,$500MM in Annual Cost Synergies,https://www.sec.gov/Archives/edgar/data/1339947/000119312519219925/d792001d425.htm
0000950142-19-002207,2019-11-06,Taylor Morrison Home Corp,1562476,1531,WILLIAM LYON HOMES,1095996,1531,unknown,80000000.0,cost,138488000.0,3489200000.0,-119272000.0,-1708444000.0,19216000.0,1780756000.0,4227393000.0,2087171000.0,6314564000.0,2018,2018,$80mm in annualized cost synergies,https://www.sec.gov/Archives/edgar/data/1095996/000095014219002207/eh1901218_425-e.htm
0001193125-19-315336,2019-12-17,INTERNATIONAL FLAVORS & FRAGRANCES INC,51253,2860,"DuPont de Nemours, Inc.",1666700,2821,pharma_chemicals,300000000.0,cost,707461000.0,2294832000.0,6709000000.0,65333000000.0,7416461000.0,67627832000.0,,85977000000.0,,2018,2018,$300 million in run-rate cost synergies,https://www.sec.gov/Archives/edgar/data/51253/000119312519315336/d849385dex992.htm
0001193125-19-318397,2019-12-19,ECOLAB INC.,31462,2840,Apergy Corp,1723089,3530,industrial_machinery,75000000.0,unspecified,3968600000.0,8625900000.0,262625000.0,800347000.0,4231225000.0,9426247000.0,14668200000.0,1168626000.0,15836826000.0,2018,2018,synergies of $75 million,https://www.sec.gov/Archives/edgar/data/1723089/000119312519318397/d846989dex991.htm
0001193125-20-005859,2020-01-13,"Woodward, Inc.",108312,3620,HEXCEL CORP /DE/,717605,2821,pharma_chemicals,125000000.0,cost,211205000.0,2192654000.0,146000000.0,1608300000.0,357205000.0,3800954000.0,2900197000.0,2189100000.0,5089297000.0,2019,2018,$125 million of annual cost synergies,https://www.sec.gov/Archives/edgar/data/717605/000119312520005859/d869670dex992.htm
0001193125-20-005956,2020-01-13,COTT CORP /CN/,884713,2086,Primo Water Corp,1365101,5141,wholesale,35000000.0,unspecified,1092100000.0,1197300000.0,35226000.0,215502000.0,1127326000.0,1412802000.0,2372900000.0,302112000.0,2675012000.0,2018,2018,synergies of approximately $35 million,https://www.sec.gov/Archives/edgar/data/884713/000119312520005956/d858483dex991.htm
0001193125-20-007786,2020-01-15,RAYONIER INC,52827,6798,POPE RESOURCES LTD PARTNERSHIP,784011,0800,unknown,5000000.0,unspecified,-41951000.0,-605259000.0,-7217000.0,-58087000.0,-49168000.0,-663346000.0,816138000.0,95241000.0,911379000.0,2018,2018,synergies of $5 million,https://www.sec.gov/Archives/edgar/data/52827/000119312520007786/d862353dex991.htm
0001193125-20-188281,2020-07-07,Sunrun Inc.,1469367,3430,"Vivint Solar, Inc.",1607716,3433,fabricated_metals,90000000.0,cost,125023000.0,645829000.0,117822000.0,258546000.0,242845000.0,904375000.0,775670000.0,341041000.0,1116711000.0,2019,2019,$90 million of cost synergies,https://www.sec.gov/Archives/edgar/data/1469367/000119312520188281/d864649dex991.htm
0001193125-20-191972,2020-07-13,ANALOG DEVICES INC,6281,3674,MAXIM INTEGRATED PRODUCTS INC,743316,3674,electronics,275000000.0,cost,648094000.0,1977315000.0,308617000.0,813823000.0,956711000.0,2791138000.0,5991065000.0,2314329000.0,8305394000.0,2019,2019,$275 million in cost synergies,https://www.sec.gov/Archives/edgar/data/743316/000119312520191972/d939849d425.htm
0001104659-20-090931,2020-08-05,"Teladoc Health, Inc.",1477449,8011,"Livongo Health, Inc.",1639225,7370,software_services,500000000.0,unspecified,157694000.0,184465000.0,55676000.0,46158000.0,213370000.0,230623000.0,553307000.0,170198000.0,723505000.0,2019,2019,$500MM in 2025 Significant additional synergies,https://www.sec.gov/Archives/edgar/data/1639225/000110465920090931/tm2026658d6_425.htm
0001193125-20-231974,2020-08-27,"Builders FirstSource, Inc.",1316835,5211,"BMC STOCK HOLDINGS, INC.",1574815,5211,unknown,140000000.0,unspecified,1584523000.0,5303602000.0,727601000.0,2675289000.0,2312124000.0,7978891000.0,7280431000.0,3626593000.0,10907024000.0,2019,2019,synergies of $140 million,https://www.sec.gov/Archives/edgar/data/1316835/000119312520231974/d937866dex991.htm
0001193125-20-281198,2020-10-29,MARVELL TECHNOLOGY GROUP LTD,1058057,3674,INPHI Corp,1160958,3674,electronics,125000000.0,cost,464580000.0,1342220000.0,30672000.0,152814000.0,495252000.0,1495034000.0,2699161000.0,365635000.0,3064796000.0,2020,2019,$125 million of cost synergies,https://www.sec.gov/Archives/edgar/data/1160958/000119312520281198/d27989d425.htm
0000950103-20-023248,2020-11-30,S&P Global Inc.,64040,7320,IHS Markit Ltd.,1598014,7370,software_services,480000000.0,cost,1517000000.0,1801000000.0,1197900000.0,1657000000.0,2714900000.0,3458000000.0,6699000000.0,4414600000.0,11113600000.0,2019,2019,$480 Million of Annual Run-Rate Cost Synergies,https://www.sec.gov/Archives/edgar/data/1598014/000095010320023248/dp141981_ex9901.htm
0001104659-21-003255,2021-01-12,STERIS plc,1757898,3842,CANTEL MEDICAL CORP,19446,3841,instruments,110000000.0,unspecified,716731000.0,1710972000.0,197562000.0,580075000.0,914293000.0,2291047000.0,3030895000.0,1016048000.0,4046943000.0,2020,2020,$110 million in expected EBIT synergies,https://www.sec.gov/Archives/edgar/data/19446/000110465921003255/tm212717d1_ex99-1.htm
0001104659-21-005354,2021-01-19,Lumentum Holdings Inc.,1633978,3669,COHERENT INC,21510,3826,instruments,150000000.0,cost,235200000.0,974600000.0,270464000.0,818125000.0,505664000.0,1792725000.0,1678600000.0,1228999000.0,2907599000.0,2020,2020,$150 million in annual run-rate cost synergies,https://www.sec.gov/Archives/edgar/data/21510/000110465921005354/tm213409d3_425.htm
0001193125-21-049870,2021-02-22,GOODYEAR TIRE & RUBBER CO /OH/,42582,3011,COOPER TIRE & RUBBER CO,24491,3011,rubber_plastics,165000000.0,cost,2192000000.0,10337000000.0,244529000.0,2033260000.0,2436529000.0,12370260000.0,12321000000.0,2521074000.0,14842074000.0,2020,2020,$165 million in run-rate cost synergies,https://www.sec.gov/Archives/edgar/data/42582/000119312521049870/d86231dex991.htm
0001104659-21-051706,2021-04-19,HERMAN MILLER INC,66382,2520,KNOLL INC,1011570,2590,furniture,100000000.0,cost,643300000.0,1575900000.0,375400000.0,793700000.0,1018700000.0,2369600000.0,2486600000.0,1236400000.0,3723000000.0,2020,2020,$100 million in run-rate cost synergies,https://www.sec.gov/Archives/edgar/data/1011570/000110465921051706/tm2113369d1_ex99-2.htm
0001104659-21-052898,2021-04-21,MIDDLEBY CORP,769520,3580,"Welbilt, Inc.",1650962,3580,industrial_machinery,100000000.0,cost,531897000.0,1631209000.0,285300000.0,743400000.0,817197000.0,2374609000.0,2513257000.0,1153400000.0,3666657000.0,2021,2020,$100mm of identified cost synergies,https://www.sec.gov/Archives/edgar/data/769520/000110465921052898/tm2113649d1_ex99-2.htm
0001193125-21-154885,2021-05-07,Energy Transfer LP,1276187,4922,"Enable Midstream Partners, LP",1591763,4922,utilities,100000000.0,cost,711000000.0,25487000000.0,98000000.0,965000000.0,809000000.0,26452000000.0,38954000000.0,2463000000.0,41417000000.0,2020,2020,$100 million of annual run-rate cost synergies,https://www.sec.gov/Archives/edgar/data/1591763/000119312521154885/d22956d425.htm
0001193125-21-163888,2021-05-17,AT&T INC.,732717,4813,"Discovery, Inc.",1437107,4841,telecom,3000000000.0,cost,38039000000.0,47011000000.0,2722000000.0,3860000000.0,40761000000.0,50871000000.0,171760000000.0,10671000000.0,182431000000.0,2020,2020,$3 billion in annual cost synergies,https://www.sec.gov/Archives/edgar/data/1437107/000119312521163888/d160965d425.htm
0001193125-21-169960,2021-05-24,XERIS PHARMACEUTICALS INC,1346302,2834,Strongbridge Biopharma plc,1634432,2834,pharma_chemicals,50000000.0,unspecified,73732000.0,9328000.0,40867000.0,2212000.0,114599000.0,11540000.0,20155000.0,30731000.0,50886000.0,2020,2020,$50 million in pre-tax synergies,https://www.sec.gov/Archives/edgar/data/1634432/000119312521169960/d175750dex992.htm
0001193125-21-349135,2021-12-06,"Zendesk, Inc.",1463172,7374,MOMENTIVE GLOBAL INC.,1739936,7370,software_services,274000000.0,unspecified,166469000.0,251255000.0,87909000.0,83917000.0,254378000.0,335172000.0,1029564000.0,375610000.0,1405174000.0,2020,2020,synergies of approximately $274 million,https://www.sec.gov/Archives/edgar/data/1463172/000119312521349135/d258655ds4.htm
0001140361-21-041687,2021-12-15,ENTEGRIS INC,1101302,3089,"CMC Materials, Inc.",1102934,3674,electronics,75000000.0,cost,265128000.0,1009591000.0,228886000.0,701662000.0,494014000.0,1711253000.0,1859313000.0,1199831000.0,3059144000.0,2020,2021,$75 Million in Run-Rate Cost Synergies,https://www.sec.gov/Archives/edgar/data/1102934/000114036121041687/ny20001672x1_ex99-1.htm
0001193125-22-005625,2022-01-10,TAKE TWO INTERACTIVE SOFTWARE INC,946581,7372,ZYNGA INC,1439404,7374,software_services,100000000.0,cost,390683000.0,1535085000.0,136000000.0,811800000.0,526683000.0,2346885000.0,3372772000.0,1974800000.0,5347572000.0,2021,2020,$100 million of annual cost synergies,https://www.sec.gov/Archives/edgar/data/1439404/000119312522005625/d279813dex991.htm
0001104659-22-038382,2022-03-28,SCHWEITZER MAUDUIT INTERNATIONAL INC,1000623,2621,Neenah Inc,1296435,2621,paper_packaging,65000000.0,cost,169900000.0,1109700000.0,101400000.0,865200000.0,271300000.0,1974900000.0,1440000000.0,1028500000.0,2468500000.0,2021,2021,$65 million of annual run rate cost synergies,https://www.sec.gov/Archives/edgar/data/1000623/000110465922038382/tm2210555d1_ex99-2.htm
0001104659-22-115108,2022-11-07,RITCHIE BROS AUCTIONEERS INC,1046102,7389,"IAA, Inc.",1745041,5500,retail,120000000.0,cost,464599000.0,594783000.0,192300000.0,1112700000.0,656899000.0,1707483000.0,1416971000.0,1837400000.0,3254371000.0,2021,2022,$120 million in annual run-rate cost synergies,https://www.sec.gov/Archives/edgar/data/1046102/000110465922115108/tm2229848d1_ex99-1.htm
0001193125-22-280174,2022-11-08,"Ouster, Inc.",1816581,3569,"Velodyne Lidar, Inc.",1745317,3569,industrial_machinery,75000000.0,cost,51959000.0,24492000.0,70307000.0,67838000.0,122266000.0,92330000.0,33578000.0,61924000.0,95502000.0,2021,2021,$75 million in cost synergies,https://www.sec.gov/Archives/edgar/data/1745317/000119312522280174/d321583d425.htm
0001104659-22-117558,2022-11-14,"UNITED RENTALS, INC.",1067701,7359,CIK 1047166,1047166,,software_services,40000000.0,cost,1199000000.0,923000000.0,1199000000.0,923000000.0,2398000000.0,1846000000.0,9716000000.0,9716000000.0,19432000000.0,2021,2021,$40 million of annualized cost synergies,https://www.sec.gov/Archives/edgar/data/1067701/000110465922117558/tm2230360d1_ex99-1.htm
0001628280-22-032438,2022-12-21,"Berkeley Lights, Inc.",1689657,3826,IsoPlexis Corp,1615055,3826,instruments,70000000.0,unspecified,43400000.0,28837000.0,26349000.0,8492000.0,69749000.0,37329000.0,85388000.0,17258000.0,102646000.0,2021,2021,synergies of approximately $70 million,https://www.sec.gov/Archives/edgar/data/1615055/000162828022032438/exhibit991-form8xk.htm
0001193125-23-012563,2023-01-23,Xylem Inc.,1524472,3561,Evoqua Water Technologies Corp.,1604643,3580,industrial_machinery,140000000.0,unspecified,1179000000.0,3220000000.0,-260550000.0,-1201097000.0,918450000.0,2018903000.0,5195000000.0,1737076000.0,6932076000.0,2021,2022,Synergies of $140 Million,https://www.sec.gov/Archives/edgar/data/1524472/000119312523012563/d441004dex991.htm
0001193125-23-029211,2023-02-09,GLOBUS MEDICAL INC,1237831,3841,NUVASIVE INC,1142596,3841,instruments,170000000.0,cost,408149000.0,239223000.0,610085000.0,322278000.0,1018234000.0,561501000.0,958102000.0,1138988000.0,2097090000.0,2021,2021,$170 million in identified cost synergies,https://www.sec.gov/Archives/edgar/data/1237831/000119312523029211/d434853dex991.htm
0000055772-23-000023,2023-03-08,HNI CORP,48287,2522,KIMBALL INTERNATIONAL INC,55772,2510,furniture,25000000.0,cost,723400000.0,1526900000.0,202291000.0,454571000.0,925691000.0,1981471000.0,2361800000.0,665877000.0,3027677000.0,2022,2022,$25 million in run-rate cost synergies,https://www.sec.gov/Archives/edgar/data/55772/000005577223000023/exhibit992hniinvestorpre.htm
0000764065-23-000133,2023-08-14,CLEVELAND-CLIFFS INC.,764065,1000,UNITED STATES STEEL CORP,1163302,3312,metals,500000000.0,unspecified,-465000000.0,-20471000000.0,422000000.0,16777000000.0,-43000000.0,-3694000000.0,22989000000.0,19123000000.0,42112000000.0,2022,2022,Synergies of Approximately $500 Million,https://www.sec.gov/Archives/edgar/data/764065/000076406523000133/a202308138-kex991.htm
0001276187-23-000067,2023-08-16,Energy Transfer LP,1276187,4922,Crestwood Equity Partners LP,1136352,4923,utilities,40000000.0,cost,1018000000.0,72232000000.0,130400000.0,4756200000.0,1148400000.0,76988200000.0,89876000000.0,6000700000.0,95876700000.0,2022,2022,$40 million of annual run-rate cost synergies,https://www.sec.gov/Archives/edgar/data/1276187/000127618723000067/energytransferlppressrelea.htm
0000950103-23-013386,2023-09-07,"Summit Materials, LLC",1571371,1400,CIK 1621563,1621563,,unknown,100000000.0,unspecified,190218000.0,1763177000.0,190218000.0,1763177000.0,380436000.0,3526354000.0,2412522000.0,2412522000.0,4825044000.0,2022,2022,$100MM of synergies,https://www.sec.gov/Archives/edgar/data/1571371/000095010323013386/dp199789_ex9902.htm
0001193125-23-232051,2023-09-11,J M SMUCKER Co,91419,2033,"Hostess Brands, Inc.",1644406,2050,food_beverage,100000000.0,unspecified,1455000000.0,5727400000.0,119453000.0,892528000.0,1574453000.0,6619928000.0,8529200000.0,1358207000.0,9887407000.0,2023,2022,synergies of $100 million,https://www.sec.gov/Archives/edgar/data/91419/000119312523232051/d450269dex991.htm
0001104659-23-106606,2023-10-04,STANDARD BIOTOOLS INC.,1162194,3826,"SomaLogic, Inc.",1837412,8731,professional_services,80000000.0,cost,114758000.0,60897000.0,156619000.0,43364000.0,271377000.0,104261000.0,97948000.0,121949000.0,219897000.0,2022,2022,$80 million in annual cost synergies,https://www.sec.gov/Archives/edgar/data/1162194/000110465923106606/tm2327474d1_ex99-2.htm
0001193125-23-257245,2023-10-17,CHOICE HOTELS INTERNATIONAL INC /DE,1046311,7011,"WYNDHAM HOTELS & RESORTS, INC.",1722684,7011,lodging,100000000.0,cost,207275000.0,701897000.0,123000000.0,668000000.0,330275000.0,1369897000.0,1401949000.0,1354000000.0,2755949000.0,2022,2022,$100 million of target cost synergies,https://www.sec.gov/Archives/edgar/data/1046311/000119312523257245/d512528dex992.htm
0001193125-24-008120,2024-01-16,SYNOPSYS INC,883241,7372,ANSYS INC,1013462,7372,software_services,400000000.0,cost,410311000.0,1147329000.0,772871000.0,250641000.0,1183182000.0,1397970000.0,5842619000.0,2065553000.0,7908172000.0,2023,2022,$400 million of run-rate cost synergies,https://www.sec.gov/Archives/edgar/data/883241/000119312524008120/d720113dex991.htm
0001193125-24-011709,2024-01-22,Sunoco LP,1552275,2911,NuStar Energy L.P.,1110805,4610,unknown,150000000.0,unspecified,120000000.0,24350000000.0,117116000.0,1103814000.0,237116000.0,25453814000.0,25729000000.0,3366446000.0,29095446000.0,2022,2022,$150 Million in Run-Rate Synergies,https://www.sec.gov/Archives/edgar/data/1110805/000119312524011709/d738821dex992.htm
0001104659-24-011685,2024-02-07,"BERRY GLOBAL GROUP, INC.",1378992,3089,Glatfelter Corp,41719,2621,paper_packaging,50000000.0,unspecified,886000000.0,10354000000.0,125001000.0,1342524000.0,1011001000.0,11696524000.0,12664000000.0,1491326000.0,14155326000.0,2023,2022,synergies of at least $50 million,https://www.sec.gov/Archives/edgar/data/41719/000110465924011685/tm245431d1_ex99-1.htm
0000950170-24-022621,2024-02-29,FIRST ADVANTAGE CORP,1210677,7389,Sterling Check Corp.,1645070,7374,software_services,50000000.0,unspecified,116732000.0,386777000.0,175459000.0,407683000.0,292191000.0,794460000.0,763761000.0,766782000.0,1530543000.0,2023,2022,$50 million in run-rate synergies,https://www.sec.gov/Archives/edgar/data/1210677/000095017024022621/fa-ex99_2.htm
0001193125-24-084191,2024-04-02,SCHLUMBERGER LIMITED/NV,87347,1389,ChampionX Corp,1723089,3530,industrial_machinery,400000000.0,unspecified,364000000.0,26572000000.0,633032000.0,2618646000.0,997032000.0,29190646000.0,33135000000.0,3661801000.0,36796801000.0,2023,2023,synergies of approximately $400 million,https://www.sec.gov/Archives/edgar/data/87347/000119312524084191/d501949dex991.htm
0001104659-24-120337,2024-11-19,Amcor plc,1748790,3990,"BERRY GLOBAL GROUP, INC.",1378992,3089,rubber_plastics,530000000.0,cost,-1260000000.0,-10928000000.0,886000000.0,10354000000.0,-374000000.0,-574000000.0,13640000000.0,12664000000.0,26304000000.0,2024,2023,$530 million in run-rate cost synergies,https://www.sec.gov/Archives/edgar/data/1748790/000110465924120337/tm2428531d1_ex99-2.htm
0001193125-24-272907,2024-12-09,OMNICOM GROUP INC.,29989,7311,"INTERPUBLIC GROUP OF COMPANIES, INC.",51644,7311,software_services,750000000.0,cost,393700000.0,11982700000.0,67200000.0,9075100000.0,460900000.0,21057800000.0,14692200000.0,9400600000.0,24092800000.0,2023,2023,$750 million in annual cost synergies,https://www.sec.gov/Archives/edgar/data/51644/000119312524272907/d875100dex991.htm
0001140361-25-000468,2025-01-07,"Shutterstock, Inc.",1549346,7374,"Getty Images Holdings, Inc.",1898496,7389,software_services,200000000.0,cost,142646000.0,352630000.0,402516000.0,250249000.0,545162000.0,602879000.0,874587000.0,916555000.0,1791142000.0,2023,2023,$200 million in estimated annual cost synergies,https://www.sec.gov/Archives/edgar/data/1549346/000114036125000468/ny20041185x1_ex99-1.htm
0001104659-25-002310,2025-01-10,Quanterix Corp,1503274,3826,"Akoya Biosciences, Inc.",1711933,3826,instruments,40000000.0,cost,89111000.0,48144000.0,82381000.0,40328000.0,171492000.0,88472000.0,122368000.0,96633000.0,219001000.0,2023,2023,$40 million of annual cost synergies,https://www.sec.gov/Archives/edgar/data/1711933/000110465925002310/tm252908d1_ex99-1.htm
0001193125-25-005785,2025-01-14,HERC HOLDINGS INC,1364479,7350,"H&E Equipment Services, Inc.",1339605,7350,software_services,130000000.0,cost,448000000.0,1139000000.0,405432000.0,784755000.0,853432000.0,1923755000.0,3282000000.0,1469216000.0,4751216000.0,2023,2023,$130 million of targeted cost synergies,https://www.sec.gov/Archives/edgar/data/1339605/000119312525005785/d866014dex991.htm
0001193125-25-053462,2025-03-13,Mallinckrodt plc,1567892,2834,"Endo, Inc.",2008861,2834,pharma_chemicals,150000000.0,unspecified,566800000.0,1152600000.0,382629000.0,1184469000.0,949429000.0,2337069000.0,1979700000.0,1178166000.0,3157866000.0,2024,2024,$150 Million of Annual Operating Synergies,https://www.sec.gov/Archives/edgar/data/2008861/000119312525053462/d926314dex992.htm
0001193125-25-062401,2025-03-25,Xerox Holdings Corp,1770450,3577,CIK 108772,108772,,industrial_machinery,238000000.0,unspecified,1537000000.0,4155000000.0,1537000000.0,4155000000.0,3074000000.0,8310000000.0,6221000000.0,6221000000.0,12442000000.0,2024,2024,$238 million in expected gross run-rate synergies,https://www.sec.gov/Archives/edgar/data/1770450/000119312525062401/d843949d8k.htm
0001104659-25-048852,2025-05-15,"DICK'S SPORTING GOODS, INC.",1089063,5940,"FOOT LOCKER, INC.",850209,5661,retail,125000000.0,cost,3294272000.0,8617153000.0,1920000000.0,5666000000.0,5214272000.0,14283153000.0,13442849000.0,7988000000.0,21430849000.0,2025,2025,$125 million in cost synergies,https://www.sec.gov/Archives/edgar/data/850209/000110465925048852/tm2515123d1_ex99-2.htm
0001193125-25-134450,2025-06-04,FLOWSERVE CORP,30625,3561,CHART INDUSTRIES INC,892553,3443,fabricated_metals,300000000.0,cost,-978037000.0,-3123560000.0,547400000.0,2771500000.0,-430637000.0,-352060000.0,4557806000.0,4160300000.0,8718106000.0,2024,2024,$300 million of annual cost synergies,https://www.sec.gov/Archives/edgar/data/892553/000119312525134450/d847684dex992.htm
0001193125-25-158831,2025-07-14,WATERS CORP /DE/,1000697,3826,BECTON DICKINSON & CO,10795,3841,instruments,200000000.0,cost,690148000.0,1200201000.0,4857000000.0,11053000000.0,5547148000.0,12253201000.0,2958387000.0,20178000000.0,23136387000.0,2024,2024,$200 million of annualized cost synergies,https://www.sec.gov/Archives/edgar/data/1000697/000119312525158831/d75083d425.htm
0001140361-25-029079,2025-08-06,"MasterBrand, Inc.",1941365,2511,AMERICAN WOODMARK CORP,794619,2430,building_products,90000000.0,unspecified,603100000.0,1823400000.0,75464000.0,1403035000.0,678564000.0,3226435000.0,2700400000.0,1709585000.0,4409985000.0,2024,2025,synergies of approximately $90 million,https://www.sec.gov/Archives/edgar/data/1941365/000114036125029079/ef20053184_ex99-4.htm
